item_id,trajectory_id,base_correct,selector,step_index,q_native_confirm,q_repair_confirm,delta_confirm
0,0,False,random_checkpoint,48,0.0,0.0,0.0
0,0,False,earliest_eligible,8,0.375,0.375,0.0
0,0,False,normalized_quarter,16,0.375,0.5,0.125
0,0,False,normalized_midpoint,32,0.0,,
0,0,False,normalized_three_quarter,48,0.0,0.0,0.0
0,0,False,confidence_low,8,0.375,0.375,0.0
0,0,False,entropy_high,8,0.375,0.375,0.0
0,0,False,mask_ratio,8,0.375,0.375,0.0
0,0,False,oof_state_value,8,0.375,0.375,0.0
0,0,False,oracle_localization,16,0.375,0.5,0.125
0,6,True,random_checkpoint,32,1.0,,
0,6,True,earliest_eligible,8,0.625,1.0,0.375
0,6,True,normalized_quarter,16,0.875,0.875,0.0
0,6,True,normalized_midpoint,32,1.0,,
0,6,True,normalized_three_quarter,48,1.0,1.0,0.0
0,6,True,confidence_low,16,0.875,0.875,0.0
0,6,True,entropy_high,8,0.625,1.0,0.375
0,6,True,mask_ratio,8,0.625,1.0,0.375
0,6,True,oof_state_value,8,0.625,1.0,0.375
0,6,True,oracle_localization,8,0.625,1.0,0.375
1,0,True,random_checkpoint,24,1.0,1.0,0.0
1,0,True,earliest_eligible,8,1.0,1.0,0.0
1,0,True,normalized_quarter,16,1.0,1.0,0.0
1,0,True,normalized_midpoint,32,1.0,,
1,0,True,normalized_three_quarter,48,1.0,1.0,0.0
1,0,True,confidence_low,8,1.0,1.0,0.0
1,0,True,entropy_high,8,1.0,1.0,0.0
1,0,True,mask_ratio,8,1.0,1.0,0.0
1,0,True,oof_state_value,56,1.0,1.0,0.0
1,0,True,oracle_localization,16,1.0,1.0,0.0
2,0,True,random_checkpoint,64,1.0,,
2,0,True,earliest_eligible,8,1.0,1.0,0.0
2,0,True,normalized_quarter,16,1.0,1.0,0.0
2,0,True,normalized_midpoint,32,1.0,,
2,0,True,normalized_three_quarter,48,1.0,1.0,0.0
2,0,True,confidence_low,16,1.0,1.0,0.0
2,0,True,entropy_high,8,1.0,1.0,0.0
2,0,True,mask_ratio,8,1.0,1.0,0.0
2,0,True,oof_state_value,8,1.0,1.0,0.0
2,0,True,oracle_localization,8,1.0,1.0,0.0
3,0,True,random_checkpoint,8,1.0,1.0,0.0
3,0,True,earliest_eligible,8,1.0,1.0,0.0
3,0,True,normalized_quarter,16,1.0,1.0,0.0
3,0,True,normalized_midpoint,32,1.0,,
3,0,True,normalized_three_quarter,48,1.0,1.0,0.0
3,0,True,confidence_low,16,1.0,1.0,0.0
3,0,True,entropy_high,8,1.0,1.0,0.0
3,0,True,mask_ratio,8,1.0,1.0,0.0
3,0,True,oof_state_value,8,1.0,1.0,0.0
3,0,True,oracle_localization,8,1.0,1.0,0.0
3,4,False,random_checkpoint,48,0.0,0.0,0.0
3,4,False,earliest_eligible,8,1.0,0.375,-0.625
3,4,False,normalized_quarter,16,1.0,0.875,-0.125
3,4,False,normalized_midpoint,32,0.0,,
3,4,False,normalized_three_quarter,48,0.0,0.0,0.0
3,4,False,confidence_low,8,1.0,0.375,-0.625
3,4,False,entropy_high,8,1.0,0.375,-0.625
3,4,False,mask_ratio,8,1.0,0.375,-0.625
3,4,False,oof_state_value,16,1.0,0.875,-0.125
3,4,False,oracle_localization,24,1.0,1.0,0.0
4,0,True,random_checkpoint,16,1.0,1.0,0.0
4,0,True,earliest_eligible,8,1.0,1.0,0.0
4,0,True,normalized_quarter,16,1.0,1.0,0.0
4,0,True,normalized_midpoint,32,1.0,,
4,0,True,normalized_three_quarter,48,1.0,1.0,0.0
4,0,True,confidence_low,32,1.0,,
4,0,True,entropy_high,8,1.0,1.0,0.0
4,0,True,mask_ratio,8,1.0,1.0,0.0
4,0,True,oof_state_value,24,1.0,1.0,0.0
4,0,True,oracle_localization,8,1.0,1.0,0.0
5,0,True,random_checkpoint,56,1.0,1.0,0.0
5,0,True,earliest_eligible,8,0.5,0.5,0.0
5,0,True,normalized_quarter,16,0.5,1.0,0.5
5,0,True,normalized_midpoint,32,1.0,,
5,0,True,normalized_three_quarter,48,1.0,1.0,0.0
5,0,True,confidence_low,32,1.0,,
