item_id,trajectory_id,transient_correct,oracle_step,q_native_confirm,q_repair_confirm,repairable_but_never_correct,confirmed_repairable,t_last,temporal_confirmation_complete
0,0,False,16,0.375,0.5,True,True,16,False
3,4,False,24,1.0,1.0,True,True,24,False
5,1,False,16,0.125,1.0,True,True,16,False
11,2,False,8,1.0,1.0,True,True,16,False
12,0,False,16,0.75,0.75,True,True,16,False
13,0,False,8,0.125,0.0,False,False,,False
14,2,False,8,0.5,0.375,True,True,16,False
16,0,False,8,0.5,0.625,True,True,16,False
18,4,False,8,1.0,1.0,True,True,24,False
19,2,False,8,1.0,1.0,True,True,16,False
21,0,False,8,0.5,0.875,True,True,16,False
26,1,False,16,0.375,0.375,True,True,16,False
30,0,False,8,0.0,0.0,False,False,,False
32,0,False,8,0.5,0.25,True,True,8,False
33,0,False,16,0.75,0.875,True,True,16,False
36,4,False,8,1.0,1.0,True,True,16,False
38,0,False,8,0.625,0.625,True,True,16,False
40,0,False,16,0.25,0.5,True,True,16,False
43,0,False,24,0.0,1.0,True,True,24,False
44,2,False,16,0.25,0.5,True,True,16,False
49,4,False,16,1.0,1.0,True,True,16,False
51,2,False,8,1.0,1.0,True,True,16,False
53,0,False,8,0.0,0.0,False,False,,False
58,0,False,24,0.0,0.25,True,True,24,False
61,6,False,8,1.0,1.0,True,True,16,False
62,4,False,8,1.0,0.875,True,True,16,False
63,0,False,16,0.0,0.375,True,True,16,False
72,1,False,8,0.875,1.0,True,True,16,False
73,0,False,8,0.0,0.0,False,False,,False
82,0,False,8,0.375,1.0,True,True,16,False
83,0,False,8,0.25,1.0,True,True,16,False
85,4,False,8,0.375,0.375,True,True,24,False
86,0,False,8,0.0,0.5,True,True,8,False
87,6,False,16,0.875,0.625,True,True,16,False
88,7,False,16,0.875,0.875,True,True,16,False
89,5,False,8,1.0,1.0,True,True,24,False
91,1,False,8,1.0,1.0,True,True,24,False
93,3,False,8,0.25,0.25,True,True,16,False
96,2,False,8,1.0,1.0,True,True,16,False
97,1,False,8,1.0,1.0,True,True,16,False
98,0,False,8,0.375,0.375,True,True,16,False
106,5,False,8,0.875,0.875,True,True,16,False
108,3,False,8,0.125,0.125,False,False,16,False
110,0,False,8,0.25,0.25,True,True,8,False
112,0,False,8,0.875,0.75,True,True,16,False
115,0,False,8,0.125,0.0,False,False,16,False
118,7,False,8,0.875,1.0,True,True,8,False
121,1,False,16,0.375,0.375,True,True,16,False
123,0,False,16,0.0,0.75,True,True,16,False
127,2,False,8,0.875,0.875,True,True,16,False
130,1,False,16,0.125,0.5,True,True,16,False
131,0,False,16,0.875,0.875,True,True,16,False
133,3,False,16,0.875,0.875,True,True,16,False
136,0,False,8,0.0,0.125,False,False,,False
140,4,False,16,1.0,1.0,True,True,24,False
141,0,False,8,0.5,0.5,True,True,16,False
146,1,False,8,0.0,0.25,True,True,16,False
148,2,False,24,0.5,0.5,True,True,24,False
150,0,False,8,0.0,0.0,False,False,,False
153,0,False,8,0.125,0.125,False,False,,False
155,4,False,8,0.75,1.0,True,True,16,False
159,3,False,16,0.625,0.625,True,True,16,False
160,0,False,16,0.0,0.875,True,True,16,False
162,1,False,8,1.0,1.0,True,True,24,False
163,0,False,16,0.0,0.375,True,True,16,False
165,6,False,8,0.875,1.0,True,True,16,False
176,1,False,24,0.0,0.875,True,True,24,False
177,1,False,8,0.75,0.75,True,True,24,False
178,0,False,8,0.375,0.375,True,True,16,False
179,0,False,24,0.125,1.0,True,True,24,False
182,1,False,8,0.625,0.625,True,True,16,False
186,3,False,16,0.75,0.75,True,True,16,False
187,0,False,8,0.625,1.0,True,True,24,False
194,0,False,16,0.0,0.0,False,False,8,False
197,4,False,8,1.0,1.0,True,True,16,False
200,0,False,24,0.375,0.375,True,True,24,False
205,7,False,8,0.875,0.875,True,True,16,False
208,3,False,24,0.0,1.0,True,True,24,False
211,7,False,8,1.0,1.0,True,True,24,False
212,0,False,16,0.25,0.25,True,True,16,False
214,4,False,24,0.625,0.875,True,True,24,False
219,1,False,8,0.25,0.125,False,False,16,False
220,0,False,16,0.625,0.875,True,True,16,False
221,1,False,8,0.875,1.0,True,True,16,False
225,0,False,8,0.0,0.0,False,False,,False
226,1,False,8,0.625,1.0,True,True,8,False
228,2,False,8,0.875,0.875,True,True,16,False
229,0,False,16,1.0,1.0,True,True,16,False
233,1,False,8,0.0,0.75,True,True,16,False
236,1,False,8,0.625,0.625,True,True,16,False
241,0,False,8,0.125,0.625,True,True,8,False
244,2,False,16,0.0,0.75,True,True,16,False
246,0,False,8,0.25,0.25,True,True,8,False
249,0,False,16,0.0,0.5,True,True,24,False
