item_id,trajectory_id,base_correct,selector,step_index,q_native_confirm,q_repair_confirm,delta_confirm
0,0,True,random_checkpoint,48,1.0,1.0,0.0
0,0,True,earliest_eligible,8,1.0,1.0,0.0
0,0,True,normalized_quarter,16,1.0,1.0,0.0
0,0,True,normalized_midpoint,32,1.0,,
0,0,True,normalized_three_quarter,48,1.0,1.0,0.0
0,0,True,confidence_low,56,1.0,1.0,0.0
0,0,True,entropy_high,40,1.0,1.0,0.0
0,0,True,mask_ratio,8,1.0,1.0,0.0
0,0,True,oof_state_value,56,1.0,1.0,0.0
0,0,True,oracle_localization,8,1.0,1.0,0.0
1,0,False,random_checkpoint,24,0.0,0.125,0.125
1,0,False,earliest_eligible,8,0.25,0.25,0.0
1,0,False,normalized_quarter,16,0.125,0.125,0.0
1,0,False,normalized_midpoint,32,0.0,,
1,0,False,normalized_three_quarter,48,0.0,0.0,0.0
1,0,False,confidence_low,48,0.0,0.0,0.0
1,0,False,entropy_high,8,0.25,0.25,0.0
1,0,False,mask_ratio,8,0.25,0.25,0.0
1,0,False,oof_state_value,8,0.25,0.25,0.0
1,0,False,oracle_localization,16,0.125,0.125,0.0
2,0,False,random_checkpoint,64,0.0,,
2,0,False,earliest_eligible,8,0.0,0.0,0.0
2,0,False,normalized_quarter,16,0.0,0.0,0.0
2,0,False,normalized_midpoint,32,0.0,,
2,0,False,normalized_three_quarter,48,0.0,0.0,0.0
2,0,False,confidence_low,8,0.0,0.0,0.0
2,0,False,entropy_high,8,0.0,0.0,0.0
2,0,False,mask_ratio,8,0.0,0.0,0.0
2,0,False,oof_state_value,16,0.0,0.0,0.0
2,0,False,oracle_localization,8,0.0,0.0,0.0
2,1,True,random_checkpoint,56,1.0,1.0,0.0
2,1,True,earliest_eligible,8,0.0,0.875,0.875
2,1,True,normalized_quarter,16,0.5,0.5,0.0
2,1,True,normalized_midpoint,32,0.625,,
2,1,True,normalized_three_quarter,48,1.0,1.0,0.0
2,1,True,confidence_low,64,1.0,,
2,1,True,entropy_high,8,0.0,0.875,0.875
2,1,True,mask_ratio,8,0.0,0.875,0.875
2,1,True,oof_state_value,24,0.875,0.625,-0.25
2,1,True,oracle_localization,8,0.0,0.875,0.875
3,0,True,random_checkpoint,8,1.0,1.0,0.0
3,0,True,earliest_eligible,8,1.0,1.0,0.0
3,0,True,normalized_quarter,16,1.0,1.0,0.0
3,0,True,normalized_midpoint,32,1.0,,
3,0,True,normalized_three_quarter,48,1.0,1.0,0.0
3,0,True,confidence_low,8,1.0,1.0,0.0
3,0,True,entropy_high,56,1.0,1.0,0.0
3,0,True,mask_ratio,8,1.0,1.0,0.0
3,0,True,oof_state_value,8,1.0,1.0,0.0
3,0,True,oracle_localization,8,1.0,1.0,0.0
3,1,False,random_checkpoint,56,0.0,0.0,0.0
3,1,False,earliest_eligible,8,0.0,1.0,1.0
3,1,False,normalized_quarter,16,0.125,1.0,0.875
3,1,False,normalized_midpoint,32,0.0,,
